product1_Id,product2_Id,distance
20,3,10407.984
21,21,0.00012207031
21,22,88.576935
21,85,165.66809
21,20,175.32193
21,77,180.60413
21,68,199.11053
21,11,218.0105
21,16,245.03406
21,81,246.53241
21,17,251.0235
21,10,341.01703
21,52,385.26947
21,32,431.03848
21,65,466.38538
21,54,506.8626
21,51,523.1519
21,15,525.3778
21,82,531.4155
21,18,552.9867
21,48,615.38806
21,80,688.3932
21,40,708.05334
21,6,717.1448
21,5,717.1448
21,4,717.1448
21,7,717.1448
21,84,741.01434
21,29,885.47736
21,67,907.2789
21,75,912.99445
21,43,942.2147
21,49,963.4302
21,23,1000.0542
21,45,1043.4763
21,47,1136.045
21,44,1198.2637
21,46,1269.987
21,86,1289.2307
21,50,1320.5023
21,76,1348.896
21,79,1391.9872
21,83,1413.1658
21,13,1427.5469
21,42,1469.123
21,27,1533.7927
21,31,1613.1296
21,14,1635.146
21,78,1642.8699
21,53,1875.0442
21,2,2037.8586
21,28,2040.6904
21,39,2289.896
21,38,2391.81
21,30,2751.591
21,24,3654.52
21,25,3863.5618
21,9,4568.9146
21,3,11109.939
22,22,0.0
22,21,88.576935
22,77,130.52023
22,10,134.86548
22,85,167.7095
22,65,224.97214
22,11,244.5325
22,20,245.956
22,16,273.81906
22,82,290.23926
22,18,307.10886
22,48,317.53494
22,80,346.7429
22,68,364.57248
22,40,382.79538
22,54,400.77844
22,15,407.5586
22,5,412.89468
22,4,412.89468
22,6,412.89468
22,7,412.89468
22,81,433.52603
22,32,442.7497
22,17,458.09293
22,29,572.3525
22,23,598.4149
22,49,628.08484
22,43,640.9486
22,45,687.7532
22,52,724.1404
22,47,755.6419
22,44,799.9656
22,46,888.9055
22,86,904.30554
22,51,906.9446
22,76,912.0969
22,50,936.6282
22,79,978.6786
22,83,984.7175
22,42,1017.0574
22,31,1136.3379
22,13,1158.7471
22,14,1248.9143
22,84,1253.3418
22,27,1268.6764
22,53,1403.445
22,67,1415.5422
22,75,1424.5463
22,2,1673.016
22,28,1708.0507
22,39,1806.3545
22,38,1850.2999
22,30,2217.2974
22,78,2343.5784
22,24,3083.8933
22,9,4227.416
22,25,4881.444
22,3,10526.406
23,23,0.0
23,40,123.567245
23,48,131.17377
23,49,172.65846
23,80,182.66058
23,45,187.34657
23,83,190.66254
23,47,196.16779
23,76,199.60638
23,29,200.17867
23,42,205.58203
23,44,207.13284
23,31,216.28522
23,43,222.36453
23,4,223.84805
23,5,223.84805
23,6,223.84805
23,7,223.84805
23,82,246.5966
23,46,250.16235
23,18,252.96703
23,50,263.5036
23,79,311.27414
23,86,328.22974
23,65,377.00873
23,10,410.78036
23,53,415.31705
23,14,529.70264
23,15,547.13403
23,54,548.86945
23,38,583.26636
23,13,594.9137
23,22,598.4149
23,77,600.9741
23,39,686.02625
23,85,690.6277
23,32,717.863
23,27,729.5592
23,2,745.8933
23,16,833.5403
23,28,849.6271
23,11,870.5364
23,20,874.8585
23,30,899.25757
23,21,1000.0542
23,68,1139.921
23,81,1264.6344
23,17,1386.1656
23,24,1455.8175
23,52,1977.543
23,51,2216.1897
23,84,2805.9812
23,67,2872.9526
23,75,2918.5984
23,9,2958.4534
23,78,4242.112
23,25,7228.472
23,3,8234.283
24,24,0.0
24,38,333.94043
24,30,347.0581
24,39,457.50464
24,53,558.65356
24,31,754.0606
24,28,832.84045
24,2,874.1985
24,14,884.4666
24,42,916.9314
24,50,951.5632
24,46,1003.88007
24,83,1056.8545
24,47,1090.3339
24,44,1092.7365
24,76,1092.8044
24,86,1118.9169
24,9,1157.4141
24,79,1175.8494
24,27,1216.5671
24,13,1252.6041
24,45,1257.4707
24,49,1330.0347
24,29,1446.6865
24,23,1455.8176
24,43,1553.0659
24,48,1871.4316
24,80,1903.3412
24,18,1924.0585
24,6,1935.8628
24,5,1935.8628
24,7,1935.8628
24,4,1935.8628
24,40,1963.248
24,82,2001.9514
24,15,2099.6973
24,54,2255.8901
24,65,2386.9497
24,32,2695.3035
24,10,2720.3716
24,77,2886.1023
24,16,2973.935
24,22,3083.8936
24,85,3133.253
24,20,3233.915
24,11,3424.0815
24,68,3637.6494
24,21,3654.52
24,17,3841.4292
24,81,3938.3018
24,3,4082.3997
24,52,4875.9546
24,51,5031.6416
24,84,5727.6885
24,67,5871.5107
24,75,6012.9697
24,78,7531.302
24,25,10343.042
25,25,0.0009765625
25,78,834.8301
25,67,1509.7534
25,84,1554.6279
25,75,1786.1558
25,51,2008.0613
25,52,2243.8484
25,17,2960.0872
25,81,3277.4194
25,68,3349.1963
25,20,3688.6907
25,21,3863.5618
25,16,3879.9875
25,32,4217.357
25,11,4278.2676
25,85,4307.446
25,77,4312.33
25,15,4867.0615
25,22,4881.444
25,54,5116.506
25,10,5659.067
25,65,5824.58
25,82,5855.8984
25,18,5990.5615
25,48,6241.2305
25,29,6586.45
25,5,6590.3687
25,7,6590.3687
25,6,6590.3687
25,4,6590.3687
25,43,6607.9824
25,13,6657.068
25,27,6669.8706
25,49,6699.3022
25,40,6705.073
25,80,6749.7676
25,45,6899.5913
25,47,7063.677
25,46,7172.9766
25,50,7224.922
25,23,7228.4727
25,44,7251.875
25,86,7298.0107
25,14,7538.1387
25,28,7572.5625
25,76,7630.025
25,79,7683.9473
25,83,7695.752
25,42,7706.3477
25,2,7792.4277
25,31,8077.504
25,53,8142.5566
25,39,8715.166
25,38,9043.994
25,30,9372.896
25,9,9780.047
25,24,10343.043
25,3,17556.145
27,27,6.1035156e-05
27,13,45.712555
27,28,102.46393
27,2,275.659
27,29,344.7493
27,14,401.53122
27,49,407.72156
27,50,410.59448
27,46,421.44427
27,43,457.91534
27,42,462.66357
27,53,475.7574
27,45,484.22296
27,86,512.08545
27,47,518.40485
27,15,524.30164
27,79,585.0041
27,54,608.13916
27,44,619.2487
27,31,619.26776
27,18,626.73486
27,76,628.6992
27,83,637.811
27,82,707.4828
27,6,711.57275
27,5,711.57275
27,7,711.57275
27,4,711.57275
27,39,713.02673
27,48,713.39514
27,38,717.3581
27,23,729.5592
27,30,746.95874
27,40,888.43616
27,32,888.5616
27,80,898.1484
27,16,952.7325
27,77,1102.647
27,65,1158.5437
27,10,1160.0923
27,24,1216.5671
27,11,1228.587
27,22,1268.6763
27,85,1286.6956
27,20,1310.2039
27,68,1400.8475
27,17,1467.3088
27,9,1519.4324
27,21,1533.7927
27,81,1633.374
27,52,2255.1743
27,51,2366.7017
27,84,2929.7346
27,75,3042.8462
27,67,3047.813
27,78,4270.48
27,3,6262.3813
27,25,6669.8706
28,28,0.0
28,27,102.46393
28,13,116.66977
28,2,198.67175
28,14,365.32526
28,53,413.534
28,50,425.53687
28,46,445.60333
28,29,455.66168
28,42,500.58005
28,39,503.02948
28,86,518.9303
28,30,520.02277
28,38,527.95154
28,49,533.15784
28,43,563.6081
28,79,565.29425
28,31,568.4391
28,45,575.0744
28,47,598.1621
28,83,611.969
28,44,677.0015
28,76,677.43665
28,24,832.84045
28,15,834.5313
28,18,835.74603
28,23,849.627
28,54,861.46826
28,7,889.7468
28,4,889.7468
28,5,889.7468
28,6,889.7468
28,48,949.7801
28,82,961.18384
28,40,1061.4543
28,80,1096.1852
28,9,1102.1705
28,32,1203.1199
28,16,1385.1013
28,65,1488.2083
28,77,1533.7506
28,10,1559.3358
28,85,1695.9998
28,22,1708.0507
28,11,1724.984
28,20,1744.5144
28,68,1859.1028
28,17,1972.9275
28,21,2040.6904
28,81,2132.7036
28,52,2883.3733
28,51,2991.3499
28,84,3586.362
28,67,3703.9172
28,75,3714.5637
28,78,5075.244
28,3,5389.865
28,25,7572.5625
29,29,3.0517578e-05
29,49,106.15932
29,18,122.96504
29,45,128.31906
29,43,153.38991
29,7,160.92908
29,4,160.92908
29,5,160.92908
29,6,160.92908
29,46,170.02707
29,48,178.5625
29,50,185.66356
29,47,185.7999
29,86,197.81776
29,23,200.17867
29,82,204.28958
29,79,210.25958
29,40,210.79158
29,83,212.97522
29,42,226.95135
29,44,227.2262
29,80,241.62007
29,76,256.7531
29,13,260.05856
29,31,283.02832
29,54,300.1372
29,15,320.4937
29,27,344.7493
29,14,362.32135
29,53,405.33893
29,65,434.30627
29,28,455.66168
29,10,464.5255
29,2,563.8561
29,22,572.3525
29,32,579.4207
29,77,583.0043
29,16,606.38367
29,39,616.6803
29,38,634.6593
29,85,672.96295
29,11,780.7788
29,20,799.05707
29,30,854.52014
29,21,885.47736
29,68,960.4573
29,17,1076.9604
29,81,1159.133
29,24,1446.6865
29,52,1787.2322
29,51,1952.419
29,9,2431.2915
29,84,2473.8694
29,67,2615.1223
29,75,2624.007
29,78,3884.8572
29,25,6586.45
29,3,7828.1753
30,30,0.0
30,53,199.21332
30,39,212.22595
30,38,236.48572
30,24,347.05817
30,42,417.39227
30,31,430.72095
30,50,430.94055
30,46,473.43127
30,14,498.26367
30,76,507.65186
30,2,508.15558
30,44,509.9294
30,28,520.02277
30,47,523.50366
30,83,642.95935
30,86,643.3559
30,45,645.3507
30,79,660.74615
30,49,699.08704
30,27,746.95874
30,13,782.4419
30,29,854.52014
30,23,899.25757
30,43,1004.40173
30,48,1126.9114
30,80,1159.3491
30,18,1226.8918
30,40,1267.8936
30,9,1283.3254
30,82,1297.7542
30,5,1311.912
30,6,1311.912
30,7,1311.912
30,4,1311.912
30,15,1449.4858
30,54,1636.0356
30,65,1688.0342
30,10,1794.5728
30,32,2012.8751
30,77,2072.9521
30,16,2212.225
30,22,2217.2974
30,85,2323.5305
30,20,2433.455
30,11,2560.4563
30,21,2751.591
30,68,2784.2532
30,17,3037.8347
30,81,3078.3518
30,52,3981.2817
30,51,4141.5747
30,84,4761.895
30,3,4806.289
30,67,4947.406
30,75,5056.291
30,78,6525.7607
30,25,9372.896
31,31,0.0
31,83,97.48703
31,42,106.45456
31,50,139.41626
31,46,140.73792
31,53,144.81519
31,44,146.41995
31,47,157.19196
31,38,159.42786
31,76,164.96906
31,79,172.04706
31,45,186.03003
31,86,191.03076
31,23,216.28522
31,49,221.41512
31,39,226.03644
31,29,283.02832
31,14,287.43512
31,43,383.11884
31,48,388.6835
31,80,411.8133
31,30,430.72095
31,40,435.7282
31,18,452.4229
31,6,464.83728
31,4,464.83728
31,7,464.83728
31,5,464.83728
31,82,471.52155
31,2,533.64355
31,13,556.01166
31,28,568.4391
31,27,619.26776
31,65,698.08466
31,15,738.73016
31,24,754.0606
31,54,819.336
31,10,866.5665
31,77,1113.0664
31,22,1136.3379
31,32,1141.4038
31,85,1244.4563
31,16,1252.3203
31,20,1408.738
31,11,1509.3557
31,21,1613.1294
31,68,1748.7378
31,17,1921.2383
31,81,1952.4673
31,9,2166.7874
31,52,2750.215
31,51,2958.0344
31,84,3542.6936
31,67,3689.0676
